,CustomerID,Total_Purchases,Total_Net_Revenue,Total_Sale_Qty,Total_Return_Qty,Avg_Order_Value,RecencyDays,Return_Rate,Net_Qty,Purchase_Frequency_Monthly,Customer_Value
1651,14572.0,10,2775.39,1420,3,277.539,2,0.002112676056338028,1417,100.0,Positive
1313,14112.0,12,2774.17,1651,43,231.18083333333334,22,0.02604482132041187,1608,15.652173913043477,Positive
1063,13769.0,16,2771.87,1163,11,173.241875,1,0.009458297506448839,1152,240.0,Positive
3899,17644.0,17,2768.98,1793,52,162.88117647058823,0,0.029001673173452314,1741,510.0,Positive
1036,13735.0,8,2764.48,1128,47,345.56,24,0.041666666666666664,1081,9.6,Positive
3344,16871.0,7,2761.4900000000002,1253,3,394.49857142857144,21,0.0023942537909018356,1250,9.545454545454547,Positive
2041,15114.0,10,2760.56,3096,0,276.056,29,0.0,3096,10.0,Positive
2687,15984.0,11,2759.93,1815,10,250.90272727272725,2,0.005509641873278237,1805,110.0,Positive
1687,14626.0,7,2757.07,1403,16,393.8671428571429,8,0.011404133998574484,1387,23.333333333333336,Positive
2931,16316.0,12,2755.56,1484,18,229.63,63,0.012129380053908356,1466,5.625,Positive
186,12578.0,4,2753.36,1196,25,688.34,20,0.020903010033444816,1171,5.714285714285714,Positive
1135,13870.0,10,2751.25,1325,5,275.125,1,0.0037735849056603774,1320,150.0,Positive
3265,16764.0,18,2749.9500000000003,1253,12,152.775,3,0.009577015163607342,1241,135.0,Positive
3387,16928.0,19,2748.6,2092,20,144.66315789473683,79,0.009560229445506692,2072,7.125,Positive
3501,17084.0,2,2747.9900000000002,1702,0,1373.9950000000001,34,0.0,1702,1.7142857142857142,Positive
3794,17504.0,10,2745.2799999999997,1664,208,274.52799999999996,205,0.125,1456,1.4563106796116505,Positive
635,13174.0,3,2742.82,1352,0,914.2733333333334,15,0.0,1352,5.625,Positive
3585,17213.0,11,2741.08,1176,9,249.1890909090909,39,0.007653061224489796,1167,8.25,Positive
1319,14121.0,6,2740.3,2082,4,456.7166666666667,3,0.0019212295869356388,2078,45.0,Positive
2694,15993.0,10,2736.92,2037,9,273.692,8,0.004418262150220913,2028,33.333333333333336,Positive
2699,16003.0,5,2735.37,1185,0,547.074,29,0.0,1185,5.0,Positive
1851,14854.0,8,2730.09,1820,10,341.26125,77,0.005494505494505495,1810,3.0769230769230766,Positive
1889,14903.0,10,2729.18,1531,45,272.918,20,0.02939255388634879,1486,14.285714285714286,Positive
2465,15673.0,4,2726.23,1451,0,681.5575,87,0.0,1451,1.3636363636363638,Positive
1321,14125.0,3,2720.63,1628,0,906.8766666666667,10,0.0,1628,8.181818181818182,Positive
29,12380.0,5,2720.56,1127,1,544.112,21,0.0008873114463176575,1126,6.818181818181818,Positive
2226,15356.0,10,2718.03,1643,0,271.803,30,0.0,1643,9.677419354838708,Positive
4331,18230.0,10,2716.6000000000004,1316,18,271.66,8,0.013677811550151976,1298,33.333333333333336,Positive
394,12840.0,6,2714.27,1511,6,452.37833333333333,143,0.003970880211780278,1505,1.25,Positive
674,13230.0,15,2712.07,1638,121,180.8046666666667,3,0.07387057387057387,1517,112.5,Positive
716,13285.0,4,2709.12,2051,0,677.28,22,0.0,2051,5.217391304347826,Positive
978,13654.0,6,2707.33,2182,0,451.22166666666664,42,0.0,2182,4.186046511627907,Positive
1207,13971.0,11,2702.2200000000003,1844,26,245.65636363636366,8,0.014099783080260303,1818,36.66666666666667,Positive
1308,14107.0,8,2688.48,1793,5,336.06,51,0.002788622420524261,1788,4.615384615384615,Positive
3709,17386.0,6,2686.42,1902,0,447.7366666666667,7,0.0,1902,22.5,Positive
1767,14732.0,10,2686.34,1405,3,268.634,7,0.002135231316725979,1402,37.5,Positive
2555,15796.0,10,2663.6600000000003,860,2,266.36600000000004,0,0.002325581395348837,858,300.0,Positive
2201,15321.0,4,2663.48,1181,17,665.87,48,0.014394580863674851,1164,2.4489795918367347,Positive
13,12360.0,3,2662.06,1165,0,887.3533333333334,51,0.0,1165,1.7307692307692306,Positive
1546,14439.0,1,2661.24,526,0,2661.24,319,0.0,526,0.09375,Positive
1754,14713.0,12,2660.1,1613,2,221.67499999999998,8,0.0012399256044637321,1611,40.0,Positive
4230,18097.0,7,2657.45,1662,1,379.63571428571424,7,0.0006016847172081829,1661,26.25,Positive
3489,17069.0,13,2655.2200000000003,1506,24,204.24769230769232,27,0.01593625498007968,1482,13.928571428571429,Positive
1121,13851.0,3,2651.46,1705,0,883.82,95,0.0,1705,0.9375,Positive
2464,15671.0,10,2635.4900000000002,1699,18,263.54900000000004,18,0.01059446733372572,1681,15.789473684210527,Positive
3720,17402.0,13,2633.85,701,0,202.60384615384615,4,0.0,701,78.0,Positive
1064,13771.0,5,2631.7,1477,1,526.3399999999999,63,0.0006770480704129993,1476,2.34375,Positive
3155,16618.0,6,2630.64,1363,1,438.44,30,0.0007336757153338225,1362,5.806451612903225,Positive
309,12721.0,7,2628.98,1959,5,375.56857142857143,31,0.002552322613578356,1954,6.5625,Positive
4312,18210.0,6,2621.38,1398,0,436.8966666666667,1,0.0,1398,90.0,Positive
2482,15696.0,12,2619.11,1015,6,218.2591666666667,32,0.005911330049261084,1009,10.909090909090908,Positive
1423,14262.0,8,2618.23,1645,0,327.27875,7,0.0,1645,30.0,Positive
2524,15752.0,8,2618.15,1960,5,327.26875,39,0.002551020408163265,1955,6.0,Positive
297,12708.0,16,2616.32,1307,37,163.52,29,0.028309104820198928,1270,16.0,Positive
230,12625.0,3,2614.32,1612,35,871.44,211,0.021712158808933003,1577,0.42452830188679247,Positive
390,12836.0,4,2610.36,1062,0,652.59,58,0.0,1062,2.0338983050847457,Positive
2894,16255.0,10,2609.3,1767,7,260.93,16,0.003961516694963215,1760,17.647058823529413,Positive
314,12726.0,7,2609.1,3143,0,372.7285714285714,27,0.0,3143,7.5,Positive
813,13422.0,2,2601.55,1326,5,1300.775,50,0.003770739064856712,1321,1.1764705882352942,Positive
4137,17965.0,14,2599.19,1532,0,185.65642857142856,37,0.0,1532,11.052631578947368,Positive
1521,14408.0,7,2599.03,1610,0,371.29,10,0.0,1610,19.090909090909093,Positive
971,13644.0,5,2597.52,2067,7,519.504,8,0.003386550556361877,2060,16.666666666666668,Positive
2545,15782.0,4,2593.94,864,1,648.485,9,0.0011574074074074073,863,12.0,Positive
3381,16919.0,11,2592.25,1403,0,235.6590909090909,155,0.0,1403,2.1153846153846154,Positive
1217,13983.0,13,2590.46,1183,13,199.26615384615386,29,0.01098901098901099,1170,13.0,Positive
2883,16241.0,13,2590.31,1443,0,199.2546153846154,9,0.0,1443,39.0,Positive
1084,13804.0,7,2588.39,1462,0,369.77,30,0.0,1462,6.774193548387096,Positive
1157,13895.0,5,2588.12,1365,1,517.624,20,0.0007326007326007326,1364,7.142857142857143,Positive
4214,18077.0,11,2584.41,1839,0,234.94636363636363,7,0.0,1839,41.25,Positive
522,13021.0,12,2584.4,1352,16,215.36666666666667,3,0.011834319526627219,1336,90.0,Positive
141,12520.0,6,2582.51,1439,9,430.41833333333335,78,0.006254343293954135,1430,2.278481012658228,Positive
207,12600.0,11,2581.04,774,1,234.64,28,0.0012919896640826874,773,11.379310344827585,Positive
1165,13911.0,9,2580.91,2731,0,286.7677777777778,56,0.0,2731,4.736842105263158,Positive
4353,18260.0,8,2580.15,1475,9,322.51875,172,0.006101694915254237,1466,1.3872832369942196,Positive
2347,15521.0,13,2574.65,1836,162,198.05,35,0.08823529411764706,1674,10.833333333333334,Positive
3909,17655.0,8,2571.7400000000002,1116,160,321.46750000000003,10,0.14336917562724014,956,21.81818181818182,Positive
2321,15485.0,3,2564.5,1281,0,854.8333333333334,29,0.0,1281,3.0,Positive
2926,16308.0,4,2560.0,8000,0,640.0,37,0.0,8000,3.1578947368421053,Positive
3676,17346.0,16,2557.9,1617,18,159.86875,3,0.011131725417439703,1599,120.0,Positive
1514,14397.0,23,2556.68,1890,38,111.16,0,0.020105820105820106,1852,690.0,Positive
604,13136.0,11,2545.38,1328,16,231.39818181818183,49,0.012048192771084338,1312,6.6,Positive
1726,14676.0,8,2543.2400000000002,2500,2,317.90500000000003,30,0.0008,2498,7.741935483870967,Positive
1975,15033.0,11,2541.53,1672,3,231.04818181818183,4,0.0017942583732057417,1669,66.0,Positive
1470,14334.0,9,2539.46,1731,1,282.1622222222222,16,0.0005777007510109763,1730,15.882352941176471,Positive
1146,13883.0,9,2538.75,1436,68,282.0833333333333,0,0.04735376044568245,1368,270.0,Positive
4213,18075.0,14,2538.7200000000003,1464,27,181.33714285714288,22,0.018442622950819672,1437,18.26086956521739,Positive
1411,14243.0,14,2535.88,1221,17,181.1342857142857,8,0.013923013923013924,1204,46.66666666666667,Positive
2387,15572.0,7,2533.42,1213,0,361.9171428571429,4,0.0,1213,42.0,Positive
3657,17317.0,5,2524.02,1146,72,504.804,45,0.06282722513089005,1074,3.260869565217391,Positive
2143,15245.0,3,2515.84,1784,0,838.6133333333333,133,0.0,1784,0.6716417910447761,Positive
3967,17728.0,5,2515.68,1469,5,503.13599999999997,3,0.0034036759700476512,1464,37.5,Positive
3655,17314.0,11,2514.76,1896,12,228.61454545454546,24,0.006329113924050633,1884,13.2,Positive
759,13344.0,3,2511.69,952,0,837.23,67,0.0,952,1.3235294117647058,Positive
3944,17700.0,6,2508.89,1266,5,418.1483333333333,16,0.0039494470774091624,1261,10.588235294117647,Positive
3374,16912.0,14,2508.87,1025,15,179.20499999999998,22,0.014634146341463415,1010,18.26086956521739,Positive
4342,18245.0,8,2507.56,1788,7,313.445,6,0.0039149888143176735,1781,34.285714285714285,Positive
1006,13695.0,15,2504.13,1603,0,166.942,30,0.0,1603,14.516129032258062,Positive
3757,17449.0,8,2503.21,1121,7,312.90125,1,0.006244424620874219,1114,120.0,Positive
845,13471.0,4,2501.84,1583,0,625.46,0,0.0,1583,120.0,Positive
3057,16477.0,7,2494.46,1415,0,356.3514285714286,63,0.0,1415,3.28125,Positive
444,12913.0,5,2483.63,1419,0,496.726,4,0.0,1419,30.0,Positive
1632,14546.0,9,2482.86,1313,30,275.87333333333333,3,0.02284843869002285,1283,67.5,Positive
876,13507.0,4,2479.16,1597,0,619.79,2,0.0,1597,40.0,Positive
2165,15271.0,16,2472.09,1251,5,154.505625,6,0.003996802557953637,1246,68.57142857142857,Positive
3219,16710.0,10,2467.99,1823,0,246.79899999999998,18,0.0,1823,15.789473684210527,Positive
90,12455.0,6,2466.86,2089,0,411.1433333333334,72,0.0,2089,2.4657534246575343,Positive
3554,17164.0,8,2466.4,1501,1,308.3,32,0.0006662225183211193,1500,7.2727272727272725,Positive
3532,17131.0,5,2463.17,983,0,492.634,4,0.0,983,30.0,Positive
1744,14701.0,12,2462.94,921,23,205.245,10,0.0249728555917481,898,32.72727272727273,Positive
1072,13784.0,11,2462.79,2493,0,223.89,9,0.0,2493,33.0,Positive
2652,15932.0,11,2461.85,2325,14,223.80454545454543,3,0.006021505376344086,2311,82.5,Positive
3931,17682.0,7,2459.33,1367,2,351.3328571428571,9,0.001463057790782736,1365,21.0,Positive
1459,14315.0,7,2456.98,1021,11,350.9971428571429,20,0.010773751224289911,1010,10.0,Positive
1843,14842.0,8,2456.8,1166,20,307.1,34,0.017152658662092625,1146,6.857142857142857,Positive
1713,14659.0,12,2456.53,1195,12,204.71083333333334,8,0.0100418410041841,1183,40.0,Positive
2523,15750.0,9,2448.8,1783,7,272.0888888888889,2,0.003925967470555244,1776,90.0,Positive
1351,14163.0,4,2445.91,893,0,611.4775,86,0.0,893,1.3793103448275863,Positive
933,13588.0,13,2445.12,2606,33,188.08615384615385,15,0.01266308518802763,2573,24.375,Positive
138,12517.0,6,2443.65,1361,23,407.27500000000003,27,0.01689933872152829,1338,6.428571428571429,Positive
1211,13975.0,7,2438.19,1697,7,348.3128571428571,30,0.0041249263406010605,1690,6.774193548387096,Positive
1192,13949.0,6,2427.32,2474,0,404.55333333333334,2,0.0,2474,60.0,Positive
1792,14766.0,8,2423.07,1349,26,302.88375,7,0.01927353595255745,1323,30.0,Positive
2413,15606.0,11,2422.64,892,172,220.23999999999998,56,0.19282511210762332,720,5.7894736842105265,Positive
982,13658.0,7,2421.47,1019,10,345.9242857142857,9,0.009813542688910697,1009,21.0,Positive
2019,15089.0,6,2420.84,1359,0,403.47333333333336,9,0.0,1359,18.0,Positive
2807,16143.0,7,2419.84,919,2,345.6914285714286,2,0.002176278563656148,917,70.0,Positive
40,12397.0,2,2409.9,1263,0,1204.95,35,0.0,1263,1.6666666666666667,Positive
3859,17589.0,4,2404.17,1631,0,601.0425,59,0.0,1631,2.0,Positive
2684,15980.0,3,2398.86,1560,0,799.62,88,0.0,1560,1.0112359550561798,Positive
609,13141.0,6,2385.8,1548,1,397.6333333333334,84,0.0006459948320413437,1547,2.1176470588235294,Positive
3491,17071.0,14,2385.48,1197,15,170.39142857142858,8,0.012531328320802004,1182,46.66666666666667,Positive
3962,17722.0,6,2380.64,1595,23,396.7733333333333,95,0.014420062695924765,1572,1.875,Positive
4204,18065.0,15,2380.08,1027,3,158.672,5,0.0029211295034079843,1024,75.0,Positive
1027,13722.0,4,2369.16,1401,1,592.29,119,0.0007137758743754461,1400,1.0,Positive
3818,17530.0,10,2367.12,1514,0,236.712,0,0.0,1514,300.0,Positive
1906,14930.0,3,2362.96,1160,0,787.6533333333333,108,0.0,1160,0.8256880733944955,Positive
1587,14493.0,7,2362.84,1285,6,337.54857142857145,6,0.004669260700389105,1279,30.0,Positive
2237,15370.0,8,2360.55,830,2,295.06875,40,0.0024096385542168677,828,5.853658536585366,Positive
1250,14030.0,8,2358.84,1478,0,294.855,17,0.0,1478,13.333333333333334,Positive
3892,17634.0,9,2358.59,838,0,262.0655555555556,35,0.0,838,7.5,Positive
1547,14440.0,5,2357.6800000000003,588,0,471.53600000000006,7,0.0,588,18.75,Positive
2063,15140.0,8,2350.0,1572,5,293.75,51,0.0031806615776081423,1567,4.615384615384615,Positive
2353,15527.0,10,2347.57,991,4,234.757,18,0.004036326942482341,987,15.789473684210527,Positive
1164,13908.0,5,2347.05,1478,8,469.41,79,0.005412719891745603,1470,1.875,Positive
4352,18259.0,3,2338.6000000000004,714,0,779.5333333333334,24,0.0,714,3.5999999999999996,Positive
3747,17434.0,9,2333.42,1693,8,259.2688888888889,1,0.004725339633786178,1685,135.0,Positive
111,12483.0,13,2327.13,1110,13,179.01000000000002,16,0.011711711711711712,1097,22.941176470588236,Positive
1407,14239.0,13,2323.5,993,7,178.73076923076923,42,0.007049345417925478,986,9.069767441860465,Positive
1455,14309.0,10,2319.68,1633,14,231.968,7,0.008573178199632579,1619,37.5,Positive
2527,15755.0,8,2318.88,1427,30,289.86,0,0.02102312543798178,1397,240.0,Positive
794,13394.0,10,2312.8,2392,177,231.28000000000003,1,0.07399665551839466,2215,150.0,Positive
1596,14502.0,14,2310.18,1480,15,165.01285714285714,19,0.010135135135135136,1465,21.0,Positive
1441,14290.0,6,2307.4500000000003,915,2,384.57500000000005,10,0.002185792349726776,913,16.363636363636363,Positive
2176,15288.0,5,2306.52,775,0,461.304,42,0.0,775,3.488372093023256,Positive
2547,15785.0,8,2303.75,1612,18,287.96875,29,0.011166253101736972,1594,8.0,Positive
3583,17211.0,9,2299.67,1323,13,255.5188888888889,26,0.009826152683295541,1310,10.0,Positive
2033,15105.0,7,2298.93,1211,0,328.4185714285714,17,0.0,1211,11.666666666666668,Positive
2164,15270.0,9,2298.2,1521,62,255.35555555555553,15,0.04076265614727153,1459,16.875,Positive
1011,13704.0,10,2295.31,1531,3,229.531,4,0.001959503592423253,1528,60.0,Positive
2487,15704.0,4,2293.62,1028,0,573.405,139,0.0,1028,0.8571428571428571,Positive
220,12615.0,4,2291.19,1376,0,572.7975,1,0.0,1376,60.0,Positive
3979,17744.0,7,2291.08,3412,36,327.29714285714283,3,0.010550996483001172,3376,52.5,Positive
3654,17313.0,2,2288.13,1402,20,1144.065,17,0.014265335235378032,1382,3.3333333333333335,Positive
279,12684.0,7,2283.63,1985,0,326.23285714285714,7,0.0,1985,26.25,Positive
1640,14554.0,4,2279.4900000000002,1443,0,569.8725000000001,9,0.0,1443,12.0,Positive
4128,17954.0,16,2276.78,2221,5,142.29875,4,0.0022512381809995496,2216,96.0,Positive
3570,17188.0,9,2275.58,1328,27,252.8422222222222,10,0.02033132530120482,1301,24.545454545454547,Positive
1227,13994.0,6,2274.14,932,0,379.0233333333333,3,0.0,932,45.0,Positive
352,12782.0,6,2273.32,1086,16,378.8866666666667,4,0.014732965009208104,1070,36.0,Positive
1567,14466.0,7,2272.4,1006,0,324.62857142857143,28,0.0,1006,7.241379310344827,Positive
4040,17838.0,6,2267.4,1831,434,377.90000000000003,26,0.23702894593118515,1397,6.666666666666666,Positive
3105,16550.0,9,2266.25,1540,14,251.80555555555554,108,0.00909090909090909,1526,2.477064220183486,Positive
4351,18257.0,12,2265.38,1041,31,188.78166666666667,38,0.029779058597502402,1010,9.23076923076923,Positive
2859,16209.0,5,2262.62,1179,0,452.524,88,0.0,1179,1.6853932584269662,Positive
1009,13700.0,10,2248.63,2281,0,224.863,25,0.0,2281,11.538461538461538,Positive
1541,14432.0,6,2248.5,2013,0,374.75,9,0.0,2013,18.0,Positive
2134,15235.0,12,2247.51,1324,0,187.29250000000002,217,0.0,1324,1.651376146788991,Positive
3272,16771.0,5,2242.61,1487,0,448.52200000000005,32,0.0,1487,4.545454545454545,Positive
2173,15281.0,12,2239.9500000000003,1211,18,186.66250000000002,58,0.01486374896779521,1193,6.101694915254238,Positive
2918,16293.0,12,2236.7400000000002,982,4,186.395,8,0.004073319755600814,978,40.0,Positive
4341,18242.0,4,2232.4900000000002,1017,0,558.1225000000001,71,0.0,1017,1.6666666666666667,Positive
3282,16782.0,19,2230.3,705,9,117.3842105263158,9,0.01276595744680851,696,57.0,Positive
2459,15665.0,2,2222.21,1654,0,1111.105,167,0.0,1654,0.35714285714285715,Positive
1834,14825.0,12,2221.01,989,0,185.08416666666668,3,0.0,989,90.0,Positive
294,12704.0,10,2220.84,1006,3,222.084,6,0.002982107355864811,1003,42.857142857142854,Positive
894,13527.0,8,2218.61,1683,19,277.32625,33,0.0112893642305407,1664,7.0588235294117645,Positive
420,12876.0,2,2218.02,1941,0,1109.01,57,0.0,1941,1.0344827586206897,Positive
3241,16735.0,7,2216.06,1532,19,316.58,78,0.012402088772845953,1513,2.6582278481012658,Positive
2239,15373.0,13,2213.11,500,24,170.23923076923077,7,0.048,476,48.75,Positive
3751,17442.0,10,2210.2599999999998,1496,6,221.02599999999998,28,0.004010695187165776,1490,10.344827586206897,Positive
254,12653.0,2,2209.85,919,0,1104.925,148,0.0,919,0.40268456375838924,Positive
1382,14211.0,13,2208.3,1242,10,169.8692307692308,52,0.008051529790660225,1232,7.358490566037736,Positive
2556,15797.0,4,2207.4,873,0,551.85,112,0.0,873,1.0619469026548674,Positive
588,13115.0,14,2205.63,1567,33,157.54500000000002,8,0.021059349074664963,1534,46.66666666666667,Positive
336,12755.0,4,2203.2,1491,625,550.8,249,0.41918175720992623,866,0.48,Positive
3941,17696.0,14,2201.05,1756,26,157.21785714285716,37,0.014806378132118452,1730,11.052631578947368,Positive
2050,15123.0,2,2199.31,1195,0,1099.655,6,0.0,1195,8.571428571428571,Positive
995,13680.0,5,2199.01,1934,669,439.802,0,0.3459152016546019,1265,150.0,Positive
1107,13831.0,6,2198.45,743,0,366.4083333333333,15,0.0,743,11.25,Positive
1798,14776.0,13,2195.58,3134,446,168.89076923076922,50,0.14231014677728143,2688,7.647058823529412,Positive
1743,14700.0,3,2195.1,1314,0,731.6999999999999,31,0.0,1314,2.8125,Positive
3861,17591.0,8,2192.7200000000003,1000,1,274.09000000000003,72,0.001,999,3.2876712328767126,Positive
776,13365.0,3,2191.22,1247,9,730.4066666666666,8,0.007217321571772253,1238,10.0,Positive
1128,13862.0,10,2187.31,1688,6,218.731,17,0.0035545023696682463,1682,16.666666666666668,Positive
2091,15179.0,7,2186.2,1938,31,312.3142857142857,17,0.015995872033023734,1907,11.666666666666668,Positive
1396,14226.0,7,2184.2400000000002,1296,7,312.0342857142858,28,0.005401234567901234,1289,7.241379310344827,Positive
2253,15394.0,4,2183.54,910,0,545.885,9,0.0,910,12.0,Positive
3164,16628.0,6,2183.04,1205,3,363.84,29,0.0024896265560165973,1202,6.0,Positive
1643,14560.0,24,2174.18,1260,37,90.59083333333332,6,0.029365079365079365,1223,102.85714285714286,Positive
2754,16076.0,11,2173.53,1435,72,197.5936363636364,2,0.050174216027874564,1363,110.0,Positive
2569,15811.0,9,2171.32,1071,10,241.2577777777778,16,0.009337068160597572,1061,15.882352941176471,Positive
2501,15722.0,6,2169.86,1023,5,361.6433333333334,35,0.004887585532746823,1018,5.0,Positive
3246,16743.0,8,2166.88,2035,37,270.86,28,0.01818181818181818,1998,8.275862068965518,Positive
3041,16456.0,5,2158.18,1147,0,431.63599999999997,98,0.0,1147,1.5151515151515151,Positive
460,12935.0,8,2156.45,1853,1,269.55625,1,0.0005396654074473826,1852,120.0,Positive
407,12856.0,8,2153.53,1076,3,269.19125,7,0.0027881040892193307,1073,30.0,Positive
1822,14808.0,15,2152.8,2120,93,143.52,39,0.043867924528301884,2027,11.25,Positive
1476,14341.0,9,2151.08,1397,2,239.0088888888889,44,0.0014316392269148174,1395,6.0,Positive
668,13224.0,3,2150.85,1518,6,716.9499999999999,59,0.003952569169960474,1512,1.5,Positive
3416,16966.0,10,2148.47,1981,3,214.84699999999998,7,0.001514386673397274,1978,37.5,Positive
3628,17272.0,5,2144.53,1778,2,428.90600000000006,41,0.0011248593925759281,1776,3.5714285714285716,Positive
236,12633.0,5,2140.63,1162,13,428.12600000000003,58,0.011187607573149742,1149,2.5423728813559325,Positive
2743,16057.0,10,2140.2200000000003,863,30,214.02200000000002,3,0.03476245654692932,833,75.0,Positive
738,13317.0,9,2140.07,1035,32,237.78555555555556,63,0.030917874396135265,1003,4.21875,Positive
1835,14828.0,3,2139.76,2172,0,713.2533333333334,196,0.0,2172,0.4568527918781726,Positive
2983,16379.0,5,2131.9,1410,2,426.38,3,0.0014184397163120568,1408,37.5,Positive
441,12909.0,8,2128.83,1280,10,266.10375,39,0.0078125,1270,6.0,Positive
4201,18061.0,10,2119.41,955,0,211.94099999999997,21,0.0,955,13.636363636363637,Positive
1492,14360.0,4,2118.03,1139,0,529.5075,31,0.0,1139,3.75,Positive
4167,18008.0,9,2116.19,1581,0,235.13222222222223,69,0.0,1581,3.8571428571428568,Positive
962,13632.0,6,2114.68,1031,1,352.44666666666666,24,0.0009699321047526673,1030,7.199999999999999,Positive
1736,14691.0,5,2114.33,707,0,422.866,30,0.0,707,4.838709677419354,Positive
1520,14407.0,9,2111.08,1415,3,234.56444444444443,106,0.0021201413427561835,1412,2.5233644859813085,Positive
885,13517.0,5,2109.07,1369,9,421.814,59,0.006574141709276844,1360,2.5,Positive
4286,18173.0,4,2106.84,1220,0,526.71,86,0.0,1220,1.3793103448275863,Positive
1563,14461.0,3,2103.06,766,0,701.02,147,0.0,766,0.6081081081081081,Positive
1996,15058.0,11,2102.54,1054,0,191.14,24,0.0,1054,13.2,Positive
172,12560.0,4,2101.39,1110,32,525.3475,4,0.02882882882882883,1078,24.0,Positive
1053,13755.0,10,2101.39,1242,23,210.13899999999998,3,0.018518518518518517,1219,75.0,Positive
2573,15815.0,5,2100.6,1856,0,420.12,63,0.0,1856,2.34375,Positive
3719,17400.0,5,2097.84,1088,0,419.56800000000004,125,0.0,1088,1.1904761904761905,Positive
3573,17191.0,7,2093.68,1166,0,299.09714285714284,27,0.0,1166,7.5,Positive
699,13265.0,5,2092.66,1740,0,418.532,52,0.0,1740,2.8301886792452833,Positive
722,13297.0,4,2089.85,963,0,522.4625,7,0.0,963,15.0,Positive
123,12501.0,2,2089.68,1783,61,1044.84,314,0.034212002243409985,1722,0.19047619047619047,Positive
922,13571.0,12,2088.94,1757,0,174.07833333333335,12,0.0,1757,27.69230769230769,Positive
4192,18044.0,11,2085.65,1033,1,189.60454545454547,3,0.000968054211035818,1032,82.5,Positive
1823,14810.0,11,2085.33,1015,0,189.57545454545453,40,0.0,1015,8.048780487804878,Positive
3407,16954.0,9,2085.08,1054,0,231.67555555555555,0,0.0,1054,270.0,Positive
4226,18093.0,5,2083.42,1392,11,416.684,92,0.007902298850574713,1381,1.6129032258064515,Positive
1453,14306.0,3,2083.42,1075,2,694.4733333333334,50,0.0018604651162790699,1073,1.7647058823529411,Positive
3995,17768.0,3,2081.9,1122,0,693.9666666666667,7,0.0,1122,11.25,Positive
3004,16407.0,10,2079.68,1093,0,207.968,12,0.0,1093,23.076923076923077,Positive
1607,14515.0,6,2076.89,1110,0,346.1483333333333,17,0.0,1110,10.0,Positive
2586,15834.0,6,2076.3,961,4,346.05,69,0.004162330905306972,957,2.571428571428571,Positive
1739,14696.0,9,2070.97,1630,4,230.10777777777776,3,0.00245398773006135,1626,67.5,Positive
1380,14209.0,7,2067.13,691,3,295.30428571428575,10,0.004341534008683068,688,19.090909090909093,Positive
455,12928.0,5,2062.7000000000003,1472,0,412.5400000000001,34,0.0,1472,4.285714285714286,Positive
2912,16281.0,1,2062.06,934,0,2062.06,71,0.0,934,0.4166666666666667,Positive
4340,18241.0,18,2058.09,1051,4,114.33833333333334,9,0.003805899143672693,1047,54.0,Positive
215,12610.0,7,2057.99,1049,21,293.9985714285714,22,0.02001906577693041,1028,9.130434782608695,Positive
139,12518.0,5,2056.89,1318,0,411.378,0,0.0,1318,150.0,Positive
596,13126.0,10,2056.29,2143,13,205.629,4,0.006066262249183388,2130,60.0,Positive
4057,17861.0,9,2056.28,1985,20,228.4755555555556,2,0.010075566750629723,1965,90.0,Positive
3917,17667.0,5,2055.51,1037,0,411.10200000000003,65,0.0,1037,2.2727272727272725,Positive
4332,18231.0,6,2054.67,819,13,342.445,191,0.015873015873015872,806,0.9375,Positive
471,12948.0,8,2053.7,1080,3,256.7125,15,0.002777777777777778,1077,15.0,Positive
3503,17086.0,6,2050.08,1859,0,341.68,6,0.0,1859,25.714285714285715,Positive
4370,18283.0,16,2045.53,1357,0,127.845625,3,0.0,1357,120.0,Positive
3866,17597.0,1,2044.3700000000001,1176,0,2044.3700000000001,213,0.0,1176,0.14018691588785046,Positive
1400,14232.0,8,2043.93,1941,4,255.49125,31,0.0020607934054611026,1937,7.5,Positive
830,13450.0,6,2043.7199999999998,1982,0,340.61999999999995,26,0.0,1982,6.666666666666666,Positive
4045,17846.0,1,2033.1,1,0,2033.1,84,0.0,1,0.3529411764705882,Positive
1231,14001.0,4,2030.3300000000002,962,3,507.58250000000004,45,0.0031185031185031187,959,2.608695652173913,Positive
2965,16358.0,5,2024.95,1302,1,404.99,0,0.0007680491551459293,1301,150.0,Positive
1697,14640.0,8,2024.45,880,57,253.05625,15,0.06477272727272727,823,15.0,Positive
3347,16875.0,9,2023.47,1069,25,224.83,63,0.023386342376052385,1044,4.21875,Positive
3005,16409.0,5,2022.98,1304,0,404.596,35,0.0,1304,4.166666666666667,Positive
1579,14482.0,6,2022.81,1627,0,337.135,17,0.0,1627,10.0,Positive
2213,15341.0,1,2020.52,812,0,2020.52,80,0.0,812,0.37037037037037035,Positive
3886,17625.0,4,2020.4,1180,0,505.1,17,0.0,1180,6.666666666666667,Positive
4320,18219.0,11,2019.77,885,2,183.61545454545455,2,0.0022598870056497176,883,110.0,Positive
1366,14188.0,10,2018.91,1162,17,201.89100000000002,8,0.014629948364888123,1145,33.333333333333336,Positive
2238,15372.0,1,2007.3999999999999,2924,0,2007.3999999999999,136,0.0,2924,0.21897810218978103,Positive
2769,16098.0,7,2005.63,613,0,286.5185714285714,87,0.0,613,2.3863636363636367,Positive
1631,14544.0,2,2004.3,1536,0,1002.15,23,0.0,1536,2.5,Positive
